x,y,z,cycle,goal
0.505559,0.686720,0.509619,16,Place
0.505559,0.686720,0.509619,17,Pick
0.503239,0.686732,0.510591,17,Pick
0.496279,0.686732,0.513522,17,Pick
0.484674,0.686605,0.518465,17,Pick
0.468418,0.686156,0.525504,17,Pick
0.447513,0.685109,0.534755,17,Pick
0.421967,0.683097,0.546363,17,Pick
0.391815,0.679656,0.560501,17,Pick
0.357131,0.674213,0.577355,17,Pick
0.318054,0.666082,0.597122,17,Pick
0.274824,0.654452,0.619992,17,Pick
0.227829,0.638394,0.646128,17,Pick
0.177663,0.616873,0.675644,17,Pick
0.125198,0.588783,0.708574,17,Pick
0.071653,0.553022,0.744840,17,Pick
0.018663,0.508594,0.784216,17,Pick
-0.031559,0.454920,0.826180,17,Pick
-0.074812,0.394602,0.868256,17,Pick
-0.109181,0.329681,0.909196,17,Pick
-0.133867,0.261635,0.948464,17,Pick
-0.148369,0.192136,0.985576,17,Pick
-0.152538,0.122975,1.020112,17,Pick
-0.146589,0.055976,1.051734,17,Pick
-0.131108,-0.007093,1.080194,17,Pick
-0.107021,-0.064600,1.105339,17,Pick
-0.075552,-0.115120,1.127115,17,Pick
-0.038165,-0.157498,1.145564,17,Pick
0.003506,-0.190880,1.160817,17,Pick
0.047732,-0.214736,1.173088,17,Pick
0.092758,-0.228861,1.182655,17,Pick
0.136869,-0.233356,1.189848,17,Pick
0.178448,-0.228604,1.195033,17,Pick
0.216014,-0.215225,1.198586,17,Pick
0.248256,-0.194044,1.200882,17,Pick
0.274048,-0.166039,1.202271,17,Pick
0.292457,-0.132310,1.203061,17,Pick
0.302740,-0.094046,1.203507,17,Pick
0.304343,-0.052494,1.203791,17,Pick
0.296893,-0.008946,1.204023,17,Pick
0.280193,0.035277,1.204224,17,Pick
0.254226,0.078837,1.204336,17,Pick
0.219154,0.120390,1.204217,17,Pick
0.175334,0.158597,1.203653,17,Pick
0.123320,0.192150,1.202363,17,Pick
0.063880,0.219794,1.200018,17,Pick
-0.002004,0.240363,1.196252,17,Pick
-0.073132,0.252824,1.190687,17,Pick
-0.148101,0.256320,1.182944,17,Pick
-0.225333,0.250222,1.172667,17,Pick
-0.303107,0.234168,1.159542,17,Pick
-0.379620,0.208105,1.143310,17,Pick
-0.453047,0.172312,1.123788,17,Pick
-0.521614,0.127410,1.100876,17,Pick
-0.583680,0.074349,1.074567,17,Pick
-0.637805,0.014379,1.044950,17,Pick
-0.682824,-0.050998,1.012215,17,Pick
-0.717893,-0.120095,0.976645,17,Pick
-0.742529,-0.191126,0.938610,17,Pick
-0.756620,-0.262282,0.898553,17,Pick
-0.760415,-0.331828,0.856982,17,Pick
-0.754488,-0.398179,0.814444,17,Pick
-0.740307,-0.458007,0.772937,17,Pick
-0.720394,-0.509161,0.734291,17,Pick
-0.696877,-0.552056,0.698852,17,Pick
-0.671486,-0.587411,0.666795,17,Pick
-0.645575,-0.616098,0.638160,17,Pick
-0.620170,-0.639037,0.612884,17,Pick
-0.596025,-0.657123,0.590837,17,Pick
-0.573686,-0.671181,0.571844,17,Pick
-0.553538,-0.681946,0.555716,17,Pick
-0.535851,-0.690052,0.542259,17,Pick
-0.520812,-0.696033,0.531292,17,Pick
-0.508548,-0.700327,0.522652,17,Pick
-0.499147,-0.703280,0.516206,17,Pick
-0.492665,-0.705149,0.511848,17,Pick
-0.489138,-0.706110,0.509506,17,Pick
-0.488436,-0.706297,0.509042,17,Pick
-0.488436,-0.706297,0.509042,18,Pick
-0.488479,-0.706665,0.509052,18,Pick
-0.488607,-0.707663,0.509081,18,Pick
-0.488817,-0.708971,0.509125,18,Pick
-0.489124,-0.710059,0.509180,18,Pick
-0.489565,-0.710211,0.509235,18,Pick
-0.490032,-0.709319,0.509272,18,Pick
-0.490446,-0.708090,0.509293,18,Pick
-0.490742,-0.707079,0.509304,18,Pick
-0.490867,-0.706629,0.509308,18,Pick
-0.490869,-0.706621,0.509308,18,Pick
